2374.22;1.98;529.15;528.53;3.30;12.60;414.04;5.95;5938.87;2458952.19
2374.03;2.05;529.19;528.59;3.30;12.59;414.04;5.95;5938.87;2458952.19
2373.83;2.08;529.28;528.64;3.33;12.65;414.04;5.95;5938.87;2458952.19
2373.64;2.03;529.28;528.66;3.31;12.61;414.04;5.95;5938.87;2458952.19
2373.45;2.06;529.36;528.74;3.33;12.65;414.04;5.95;5938.87;2458952.19
2373.25;2.12;529.37;528.73;3.36;12.70;414.04;5.95;5938.87;2458952.19
2373.06;2.08;529.44;528.79;3.33;12.65;414.04;5.95;5938.87;2458952.19
2372.87;2.09;529.53;528.87;3.33;12.66;414.04;5.95;5938.87;2458952.19
2372.67;2.08;529.67;529.03;3.35;12.69;414.04;5.95;5938.87;2458952.19
2372.48;2.11;529.76;529.13;3.36;12.70;414.04;5.95;5938.87;2458952.19
2372.29;2.02;529.76;529.09;3.35;12.69;414.04;5.95;5938.87;2458952.19
2372.09;1.96;529.84;529.19;3.32;12.63;414.04;5.95;5938.87;2458952.19
2371.90;2.07;529.86;529.21;3.31;12.62;414.04;5.95;5938.87;2458952.19
2371.71;2.10;529.89;529.25;3.29;12.58;414.04;5.95;5938.87;2458952.19
2371.51;2.07;529.97;529.34;3.28;12.55;414.04;5.95;5938.87;2458952.19
2371.32;1.98;530.02;529.38;3.30;12.59;414.04;5.95;5938.87;2458952.19
2371.13;2.08;530.07;529.44;3.31;12.60;414.04;5.95;5938.87;2458952.19
2370.93;2.06;530.16;529.48;3.33;12.64;414.04;5.95;5938.87;2458952.19
2370.92;2.14;530.30;529.60;3.32;12.62;415.57;5.93;5927.27;2463202.37
2370.94;1.26;530.35;529.71;3.31;12.60;415.57;5.93;5927.27;2463202.37
2370.96;1.30;530.42;529.75;3.32;12.63;415.57;5.93;5927.27;2463202.37
2370.98;1.25;530.47;529.82;3.32;12.63;415.57;5.93;5927.27;2463202.37
2371.00;1.32;530.58;529.92;3.32;12.63;415.57;5.93;5927.27;2463202.37
2371.01;1.18;530.63;530.00;3.32;12.63;415.57;5.93;5927.27;2463202.37
2371.03;1.24;530.64;530.01;3.30;12.59;415.57;5.93;5927.27;2463202.37
2371.05;1.23;530.76;530.11;3.33;12.63;415.57;5.93;5927.27;2463202.37
2371.07;1.28;530.88;530.24;3.34;12.66;415.57;5.93;5927.27;2463202.37
2371.09;1.22;530.91;530.18;3.31;12.61;415.57;5.93;5927.27;2463202.37
2371.11;1.24;530.99;530.29;3.31;12.60;415.57;5.93;5927.27;2463202.37
2371.12;1.24;530.98;530.30;3.32;12.62;415.57;5.93;5927.27;2463202.37
2371.14;1.18;531.02;530.37;3.30;12.59;415.57;5.93;5927.27;2463202.37
2371.16;1.23;531.09;530.44;3.31;12.61;415.57;5.93;5927.27;2463202.37
2371.18;1.25;531.09;530.45;3.31;12.60;415.57;5.93;5927.27;2463202.37
2371.20;2.10;531.13;530.40;3.25;12.48;415.57;5.93;5927.27;2463202.37
2371.21;2.09;531.19;530.57;3.25;12.50;415.57;5.93;5927.27;2463202.37
2371.23;2.10;531.29;530.61;3.31;12.60;415.57;5.93;5927.27;2463202.37
2371.25;2.11;531.29;530.63;3.34;12.66;415.57;5.93;5927.27;2463202.37
2371.27;2.09;531.35;530.70;3.33;12.64;415.57;5.93;5927.27;2463202.37
2371.29;2.09;531.48;530.81;3.30;12.59;415.57;5.93;5927.27;2463202.37
2371.31;2.05;531.48;530.81;3.28;12.53;415.57;5.93;5927.27;2463202.37
2371.32;2.10;531.54;530.87;3.27;12.52;415.57;5.93;5927.27;2463202.37
2371.34;2.07;531.58;530.97;3.24;12.47;415.57;5.93;5927.27;2463202.37
2371.48;2.01;531.63;531.02;3.27;12.52;414.05;5.93;5928.36;2454608.05
2371.64;2.08;531.71;531.07;3.27;12.52;414.05;5.93;5928.36;2454608.05
2371.80;2.10;531.79;531.17;3.27;12.53;414.05;5.93;5928.36;2454608.05
2371.95;2.15;531.86;531.20;3.27;12.53;414.05;5.93;5928.36;2454608.05
2372.11;2.08;531.88;531.21;3.27;12.53;414.05;5.93;5928.36;2454608.05
2372.27;2.06;531.96;531.30;3.26;12.49;414.05;5.93;5928.36;2454608.05
2372.43;2.08;531.98;531.36;3.25;12.49;414.05;5.93;5928.36;2454608.05
2372.59;2.08;531.94;531.37;3.27;12.53;414.05;5.93;5928.36;2454608.05
2372.74;2.02;531.96;531.36;3.28;12.54;414.05;5.93;5928.36;2454608.05
2372.90;2.08;532.12;531.42;3.26;12.50;414.05;5.93;5928.36;2454608.05
2373.06;1.92;532.23;531.58;3.26;12.50;414.05;5.93;5928.36;2454608.05
2373.22;2.36;532.39;531.74;3.24;12.46;414.05;5.93;5928.36;2454608.05
2373.37;2.33;532.43;531.80;3.27;12.52;414.05;5.93;5928.36;2454608.05
2373.53;2.34;532.62;531.98;3.27;12.52;414.05;5.93;5928.36;2454608.05
